#Organism Group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Acinetobacter baumannii	ORAB02	"GCID_ACINM_00002","ORAB02","SRS815457"		PDT000050841.2	2017-01-11T22:02:04Z	USA: Lincoln County, Oregon		clinical	PDS000074246.29	0	18	SAMN03277097	GCA_000939405.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB01	"GCID_ACINM_00001","ORAB01","SRS815456"		PDT000050842.2	2016-06-13T18:41:38Z	USA: Lincoln County, Oregon	bodily fluid	clinical	PDS000074246.29	0	17	SAMN03277095	GCA_000939415.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=PARTIAL,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB08	"GCID_ACINM_00004","ORAB08","SRS815459"		PDT000050843.2	2017-01-11T22:02:01Z	USA: Washington		clinical	PDS000074246.29	0	18	SAMN03277092	GCA_000939425.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB09	"GCID_ACINM_00005","ORAB09","SRS815460"		PDT000050844.2	2017-01-11T22:02:06Z	USA: Lincoln County, Oregon	excreted bodily substance	clinical	PDS000074246.29	0	18	SAMN03277100	GCA_000939475.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB13	"GCID_ACINM_00007","ORAB13","SRS815462"		PDT000050846.2	2017-01-11T22:03:01Z	USA: Washington County, Oregon	excreted bodily substance	clinical	PDS000074246.29	1	18	SAMN03277098	GCA_000939495.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB14	"GCID_ACINM_00008","ORAB14","SRS815463"		PDT000050847.2	2017-01-11T22:03:01Z	USA: Marion County, Oregon	bodily fluid	clinical	PDS000074246.29	2	19	SAMN03277103	GCA_000939535.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB16	"GCID_ACINM_00010","ORAB16","SRS815465"		PDT000050848.2	2017-01-11T22:03:56Z	USA: Washington County, Oregon	excreted bodily substance	clinical	PDS000074246.29	3	20	SAMN03277094	GCA_000939555.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB17	"GCID_ACINM_00011","ORAB17","SRS815466"		PDT000050849.2	2017-01-11T22:03:58Z	USA: Washington		clinical	PDS000074246.29	2	19	SAMN03277093	GCA_000939575.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-147=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB15	"GCID_ACINM_00009","ORAB15","SRS815464"		PDT000050850.2	2017-01-11T22:03:13Z	USA: Tillamook County, Oregon		clinical	PDS000074246.29	2	19	SAMN03277104	GCA_000939565.2	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB18	"GCID_ACINM_00012","ORAB18","SRS815468"		PDT000050851.2	2017-01-11T22:03:55Z	USA: Lincoln County, Oregon		clinical	PDS000074246.29	1	18	SAMN03277096	GCA_000939615.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB19	"GCID_ACINM_00013","ORAB19","SRS815490"		PDT000050852.2	2017-01-11T22:04:00Z	USA: Washington		clinical	PDS000074246.29	1	19	SAMN03277102	GCA_000939635.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	UH475_361	"ABUH_SP_0086","UH475_361"		PDT000051208.2	2015-08-10T21:03:56Z	USA	bodily fluid	clinical	PDS000074246.29	11	22	SAMN03084811	GCA_000949175.2	aac(6')-Ib=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-162=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	UH225_433	"ABUH_SP_0104","UH225_433"		PDT000061557.2	2015-08-07T15:05:37Z	USA	bodily fluid	clinical	PDS000074246.29	17	34	SAMN03084829	GCA_000809885.3	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-162=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	1008_ABAU	"1008_ABAU","SRS746177"		PDT000070126.1	2015-07-10T19:01:32Z	USA: WA		clinical	PDS000074246.29	1	19	SAMN03196969	GCA_001052015.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	1168_ABAU	"1168_ABAU","SRS746333"		PDT000070140.1	2015-07-10T20:03:36Z	USA: WA		clinical	PDS000074246.29	0	17	SAMN03197125	GCA_001052325.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	1039_ABAU	"1039_ABAU","SRS746212"		PDT000070156.1	2015-07-10T20:06:13Z	USA: WA		clinical	PDS000074246.29	3	20	SAMN03197004	GCA_001052675.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	1153_ABAU	"1153_ABAU","SRS746316"		PDT000070159.1	2015-07-10T20:06:59Z	USA: WA		clinical	PDS000074246.29	0	17	SAMN03197109	GCA_001052775.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	1038_ABAU	"1038_ABAU","SRS746211"		PDT000070195.1	2015-07-10T20:12:38Z	USA: WA		clinical	PDS000074246.29	0	17	SAMN03197003	GCA_001053695.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	996_ABAU	"996_ABAU","SRS747426"		PDT000070428.1	2015-07-10T20:48:38Z	USA: WA		clinical	PDS000074246.29	1	18	SAMN03198218	GCA_001059495.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-237=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL060	"ABBL060","SRS1099610"		PDT000092630.1	2015-10-27T20:02:27Z	USA: Chicago	blood	clinical	PDS000074246.29	17	23	SAMN04145671	GCA_001414645.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL073	"ABBL073","SRS1099647"		PDT000092653.1	2015-10-27T21:03:40Z	USA: Chicago	blood	clinical	PDS000074246.29	11	16	SAMN04145695	GCA_001415095.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL095	"ABBL095","SRS1099472"		PDT000092675.1	2015-10-27T21:07:25Z	USA: Chicago	blood	clinical	PDS000074246.29	14	20	SAMN04145714	GCA_001415535.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL109	"ABBL109","SRS1099513"		PDT000092680.1	2015-10-27T21:08:18Z	USA: Chicago	blood	clinical	PDS000074246.29	9	30	SAMN04145726	GCA_001415645.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL114	"ABBL114","SRS1099519"		PDT000092683.1	2015-10-27T21:08:58Z	USA: Chicago	blood	clinical	PDS000074246.29	14	26	SAMN04145730	GCA_001415715.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL115	"ABBL115","SRS1099518"		PDT000092684.1	2015-10-27T21:09:15Z	USA: Chicago	blood	clinical	PDS000074246.29	2	33	SAMN04145731	GCA_001415735.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL116	"ABBL116","SRS1099516"		PDT000092686.1	2015-10-27T21:09:29Z	USA: Chicago	blood	clinical	PDS000074246.29	2	31	SAMN04145732	GCA_001415765.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL123	"ABBL123","SRS1099536"		PDT000092702.1	2015-10-27T21:12:40Z	USA: Chicago	blood	clinical	PDS000074246.29	11	25	SAMN04145738	GCA_001416075.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC=COMPLETE,blaOXA-66=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	ABBL137	"ABBL137","SRS1099553"		PDT000092709.1	2015-10-27T21:14:00Z	USA: Chicago	blood	clinical	PDS000074246.29	11	24	SAMN04145751	GCA_001416225.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABOB11	"ABOB11","SRS1099845"		PDT000092721.1	2015-10-27T21:16:03Z	USA: Chicago		clinical	PDS000074246.29	11	7	SAMN04145773	GCA_001416465.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL048	"ABBL048","SRS1099604"		PDT000093847.1	2015-11-05T19:06:54Z	USA: Chicago	blood	clinical	PDS000074246.29	13	18	SAMN04145659	GCA_001433045.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-24=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE	
Acinetobacter baumannii	MRSN16874	"MRSN16874","SRS1175348"		PDT000094669.1	2015-11-12T16:01:36Z	USA:Alaska	blood	clinical	PDS000074246.29	15	18	SAMN04252827	GCA_001442575.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-162=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORABSC	"GCID_ACINM_00020","ORABSC","SRS1256794"		PDT000104079.2	2017-01-11T22:05:39Z	USA: Lincoln County, Oregon	Surveillance culture	clinical	PDS000074246.29	0	18	SAMN04432983	GCA_001531205.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB23	"GCID_ACINM_00015","ORAB23","SRS1256781"		PDT000104086.2	2017-01-11T22:04:47Z	USA: Lincoln County, Oregon	urine	clinical	PDS000074246.29	2	21	SAMN04432978	GCA_001531455.2	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB6b	"GCID_ACINM_00019","ORAB6b","SRS1256790"		PDT000104506.2	2017-01-11T22:04:53Z	USA: Lincoln County, Oregon	wound	clinical	PDS000074246.29	0	19	SAMN04432982	GCA_001541025.2	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ORAB21	"GCID_ACINM_00014","ORAB21","SRS1256780"		PDT000104507.2	2017-01-11T22:04:49Z	USA: Lincoln County, Oregon	wound	clinical	PDS000074246.29	0	19	SAMN04432977	GCA_001541035.2	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	CU060707	"Acinetobacter_baumannii_S13","CU060707"		PDT000143599.1	2016-08-05T23:07:53Z	USA:Aurora, CO	blood	clinical	PDS000074246.29	9	13	SAMN05003718	GCA_001700395.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-235=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	AF-673	"AF-673","GCID_ACINM_00024","SRS1848563"		PDT000171443.1	2016-12-09T16:50:48Z	USA: Arizona	sputum	clinical	PDS000074246.29	2	6	SAMN06077192	GCA_001895985.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-235=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	
